Transportadora;Metodo;Cep Inicial;Cep Final;Peso Inicial Kg;Peso Final Kg;Valor Inicial R$;Valor Final R$;Cubagem;Limite Peso Kg;Prazo Entrega;Formula;Frete Valor R$;Excedente R$;AdValor %;Peso Excedente Kg;Valor Por Kg R$;Despacho R$;Total Minimo R$;Imposto %;Seguro %;Seguro Minimo R$;Gris %;Gris Minimo R$;Pedagio R$;Pedagio Fração R$;Tas %;Tas Minimo R$;Emex %;Emex Minimo R$;Taxa Minima R$;Taxa Maxima R$;Taxa %;Fração Taxa Peso;Taxa Sobre
"FrontLog";"Normal";"04800-000";"04999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"04800-000";"04999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"04800-000";"04999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05000-000";"05599-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05000-000";"05599-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05000-000";"05599-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05600-000";"05799-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05600-000";"05799-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05600-000";"05799-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05800-000";"05999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05800-000";"05999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"05800-000";"05999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"06000-000";"06999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"06000-000";"06999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"06000-000";"06999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07000-000";"07299-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07000-000";"07299-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07000-000";"07299-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07300-000";"07999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07300-000";"07999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"07300-000";"07999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"08000-000";"08999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"08000-000";"08999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"08000-000";"08999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;2;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"09000-000";"09999-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"09000-000";"09999-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"09000-000";"09999-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";62,500;0,250;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11250-001";"11299-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11250-001";"11299-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11250-001";"11299-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11630-000";"11659-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11630-000";"11659-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11630-000";"11659-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11660-001";"11679-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11660-001";"11679-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11660-001";"11679-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11680-001";"11699-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11680-001";"11699-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"11680-001";"11699-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12000-001";"12119-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12000-001";"12119-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12000-001";"12119-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12120-000";"12129-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12120-000";"12129-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12120-000";"12129-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12130-000";"12139-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12130-000";"12139-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12130-000";"12139-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12140-000";"12169-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12140-000";"12169-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12140-000";"12169-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12170-000";"12179-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12170-000";"12179-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12170-000";"12179-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12180-000";"12199-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12180-000";"12199-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12180-000";"12199-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12200-001";"12249-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12200-001";"12249-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12200-001";"12249-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12250-000";"12259-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12250-000";"12259-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12250-000";"12259-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12260-000";"12269-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12260-000";"12269-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12260-000";"12269-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12270-000";"12279-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12270-000";"12279-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12270-000";"12279-999";250,010;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,380;0,150;250,010;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12280-001";"12299-999";0,000;70,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";37,000;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"FrontLog";"Normal";"12280-001";"12299-999";70,010;250,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";79,300;0,000;0,150;0,000;0,000;0,000;0,000;12,000;0,000;0,000;0,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
