NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,zJr8xAo1,12/07/2024,15:00,EGYPT - PREMIER LEAGUE,Al Ahly,Pyramids,ROUND 14,2.18,2.75,3.7,1.45,2.37,1.07,6.45,1.3,2.92,1.93,1.78,1.62,2.05,2.0,1.72,,,8.25,11.0,22.0,65.0,7.6,5.4,11.75,35.0,11.25,8.25,11.25,35.0,24.0,17.5,24.0,50.0,350.0
12,0nmiLxw3,12/07/2024,15:30,ROMANIA - LIGA 1,FC Hermannstadt,Univ. Craiova,ROUND 1,2.9,3.25,2.3,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8,2.85,1.4,1.6,2.3,8.5,7.0,11.0,21.0,8.0,6.5,10.0,21.0,13.0,11.0,17.0,34.0,29.0,26.0,41.0,51.0,351.0
13,2wU1skD1,12/07/2024,15:45,IRELAND - PREMIER DIVISION,Galway,Waterford,ROUND 24,1.91,3.3,3.6,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.95,2.0,1.85,1.28,3.55,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,26.0,51.0,251.0
14,MTLgqBrk,12/07/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,Sligo Rovers,ROUND 24,1.73,3.5,4.2,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.8,1.95,1.73,2.08,1.21,4.25,11.0,12.0,23.0,51.0,7.0,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
15,KEvcrVce,12/07/2024,15:45,IRELAND - PREMIER DIVISION,Dundalk,Drogheda,ROUND 24,1.8,3.3,4.33,1.4,2.75,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.91,1.83,2.03,1.21,4.25,9.0,12.0,23.0,51.0,6.5,6.5,15.0,41.0,8.0,8.5,15.0,41.0,15.0,15.0,29.0,51.0,301.0
16,QTCIxeUh,12/07/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Royal Pari,CLAUSURA ,2.45,3.25,2.8,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.67,2.1,,,,,11.0,10.0,15.0,29.0,9.0,6.5,11.0,21.0,13.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,151.0
17,WGCD7vhm,12/07/2024,17:15,PERU - LIGA 1,ADT Tarma,Sporting Cristal,CLAUSURA ,2.05,3.25,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,2.08,1.73,1.33,3.3,11.0,11.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
18,fygnpyxH,12/07/2024,19:00,BRAZIL - SERIE B,Ponte Preta,Mirassol,ROUND 15,2.6,3.0,2.88,1.62,2.2,1.13,6.0,1.57,2.25,2.7,1.44,2.25,1.57,2.5,1.5,1.43,2.75,6.0,6.5,12.0,29.0,6.0,6.0,12.0,29.0,11.0,11.0,21.0,41.0,26.0,26.0,41.0,81.0,201.0
19,Me6RzZb5,12/07/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Independiente,Guabira,CLAUSURA ,1.7,3.9,4.2,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2,,,,,15.0,15.0,23.0,41.0,9.0,7.5,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
20,OSY2pODa,12/07/2024,19:00,URUGUAY - PRIMERA DIVISION,Maldonado,Racing Montevideo,TORNEO INTERMEDIO ,2.8,3.0,2.5,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,1.83,1.83,2.75,1.43,1.53,2.43,8.0,7.5,12.0,23.0,8.0,6.0,10.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0
21,CCmiqeiN,12/07/2024,21:00,BRAZIL - SERIE B,Botafogo SP,Amazonas,ROUND 15,2.05,3.1,3.9,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,2.25,1.57,2.1,1.78,1.26,3.7,6.0,8.0,17.0,41.0,5.5,6.0,15.0,41.0,8.0,10.0,21.0,51.0,19.0,21.0,41.0,81.0,201.0
22,0YLsD0UP,12/07/2024,21:00,PERU - LIGA 1,Deportivo Garcilaso,Cajamarca,CLAUSURA ,1.83,3.6,4.0,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.73,2.0,1.85,2.0,1.25,3.8,12.0,13.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,201.0
23,GbZGaGy4,12/07/2024,21:30,BRAZIL - SERIE B,Paysandu PA,Ceara,ROUND 15,2.35,3.1,3.3,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83,2.25,1.63,1.33,3.3,8.0,9.0,15.0,34.0,7.0,6.0,12.0,29.0,11.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,301.0
24,zmIz45yf,12/07/2024,22:00,MEXICO - LIGA MX,Club America,Queretaro,APERTURA ,1.42,4.75,7.5,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.91,1.91,1.4,2.85,1.11,6.8,13.0,19.0,41.0,81.0,7.5,8.5,21.0,51.0,7.0,8.0,19.0,51.0,9.5,12.0,23.0,51.0,301.0
