NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
20,tW7hTOOk,23/06/2024,12:00,NORWAY - OBOS-LIGAEN,Asane,Moss,ROUND 14,3.2,3.4,2.1,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.5,2.5,3.1,1.35,1.7,2.1,15.0,11.0,13.0,21.0,15.0,7.0,9.5,15.0,19.0,12.0,11.0,21.0,34.0,23.0,26.0,34.0,101.0
21,GKxuxS8p,23/06/2024,12:00,SWEDEN - SUPERETTAN,Skovde AIK,Sandviken,ROUND 13,3.2,3.4,2.05,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05,3.3,1.33,1.75,2.05,11.0,8.5,11.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
22,ERfRc9V3,23/06/2024,12:00,SWEDEN - SUPERETTAN,Varberg,Gefle,ROUND 13,1.83,3.5,3.9,1.36,3.0,1.04,12.0,1.25,3.75,1.83,2.03,1.7,2.05,1.88,1.98,1.25,3.8,12.0,13.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,201.0
23,Ycv0eT43,23/06/2024,12:30,URUGUAY - PRIMERA DIVISION,Rampla Juniors,Miramar,TORNEO INTERMEDIO ,2.6,3.25,2.6,1.5,2.5,1.07,8.5,1.36,3.0,2.2,1.65,1.91,1.8,2.5,1.5,1.48,2.6,8.5,7.5,12.0,26.0,7.5,6.5,10.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,351.0
24,MuC5HrIf,23/06/2024,13:00,EGYPT - PREMIER LEAGUE,Pyramids,Arab Contractors,ROUND 27,1.32,4.5,9.25,1.39,2.55,10.2,1.04,1.24,3.3,1.75,1.95,2.07,1.6,,,,,10.75,21.0,65.0,300.0,6.2,9.25,30.0,150.0,5.8,8.5,24.0,120.0,7.9,11.5,32.0,150.0,1000.0
25,h671IO2l,23/06/2024,13:00,EGYPT - PREMIER LEAGUE,Al Masry,Ceramica Cleopatra,ROUND 27,2.6,2.72,2.95,1.42,2.45,1.03,8.4,1.31,2.87,1.91,1.7,1.62,2.05,,,,,8.0,9.0,16.5,40.0,8.5,5.4,10.0,26.0,13.5,9.25,11.25,30.0,32.0,22.0,27.0,50.0,350.0
26,UilvTxne,23/06/2024,13:30,SPAIN - LALIGA2,Espanyol,R. Oviedo,PROMOTION ,1.95,3.4,3.9,1.5,2.5,1.07,9.0,1.4,2.75,2.3,1.6,2.0,1.73,2.0,1.85,1.26,3.7,7.5,9.0,19.0,41.0,5.5,6.5,15.0,34.0,9.0,8.5,19.0,41.0,19.0,19.0,34.0,67.0,1250.0
27,pMDVPYSe,23/06/2024,14:00,ICELAND - BESTA DEILD KARLA,KA Akureyri,Fram,ROUND 11,1.87,3.85,3.55,1.24,3.65,1.02,9.75,1.13,5.2,1.4,2.7,1.4,2.75,1.83,1.91,,,9.75,18.0,26.0,55.0,13.0,8.5,12.5,26.0,13.5,8.75,11.0,23.0,19.0,12.5,16.0,30.0,150.0
28,Eg7Zv8KM,23/06/2024,15:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Nacional,TORNEO INTERMEDIO ,4.2,3.4,1.85,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,2.0,1.73,4.15,1.22,1.98,1.83,8.5,6.5,8.0,15.0,10.0,6.5,9.0,17.0,21.0,15.0,17.0,29.0,41.0,41.0,41.0,51.0,1000.0
29,08f2Jedk,23/06/2024,16:00,SPAIN - PRIMERA RFEF,Cordoba,Barcelona B,PROMOTION PLAY OFFS ,1.82,3.45,4.1,1.4,2.72,1.06,7.2,1.3,3.2,1.91,1.83,1.8,1.91,1.8,1.95,,,7.2,11.25,23.0,65.0,7.0,6.7,13.5,40.0,8.5,8.25,15.0,45.0,15.0,14.5,26.0,70.0,600.0
30,lCPpXuLS,23/06/2024,16:00,EUROPE - EURO,Scotland,Hungary,ROUND 3,2.55,3.8,2.5,1.33,3.25,1.04,13.0,1.25,4.0,1.73,2.1,1.62,2.2,2.43,1.53,1.53,2.43,13.0,10.0,15.0,26.0,11.0,7.5,10.0,21.0,15.0,10.0,15.0,26.0,29.0,21.0,26.0,41.0,201.0
31,lxy3Ho2D,23/06/2024,16:00,BRAZIL - SERIE B,Chapecoense-SC,Paysandu PA,ROUND 12,2.35,3.0,3.25,1.53,2.38,1.11,6.5,1.44,2.63,2.5,1.5,2.1,1.67,2.35,1.58,1.35,3.1,6.5,8.0,15.0,34.0,6.5,6.0,13.0,29.0,10.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,1250.0
32,nX8NrFAn,23/06/2024,16:00,BRAZIL - SERIE A,Fluminense,Flamengo RJ,ROUND 11,4.33,3.75,1.83,1.4,2.75,1.06,10.0,1.3,3.5,2.02,1.88,1.91,1.91,4.0,1.23,2.06,1.84,10.0,7.0,8.5,15.0,11.0,7.0,8.5,15.0,21.0,13.0,17.0,26.0,41.0,34.0,41.0,51.0,301.0
33,48JIqeet,23/06/2024,16:00,BRAZIL - SERIE A,Bahia,Cruzeiro,ROUND 11,1.91,3.4,4.2,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.7,1.95,1.8,1.95,1.95,1.24,3.9,8.5,10.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
34,jP5vuX9B,23/06/2024,16:00,BRAZIL - SERIE A,Athletico-PR,Corinthians,ROUND 11,1.73,3.6,5.0,1.44,2.63,1.08,8.0,1.4,3.0,2.2,1.65,2.05,1.7,1.7,2.1,1.18,4.65,8.0,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.5,8.5,19.0,51.0,13.0,15.0,34.0,67.0,451.0
35,fkQtYL5M,23/06/2024,16:00,EUROPE - EURO,Switzerland,Germany,ROUND 3,5.25,3.8,1.67,1.36,3.0,1.05,11.0,1.25,4.0,1.8,2.0,1.73,2.0,4.8,1.18,2.2,1.65,11.0,8.0,8.5,13.0,17.0,7.5,9.0,13.0,29.0,17.0,15.0,26.0,51.0,41.0,41.0,51.0,251.0
36,OCCZOhr2,23/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Breidablik,Akranes,ROUND 11,1.42,4.8,5.8,1.21,4.0,1.02,20.0,1.11,5.7,1.35,2.95,1.5,2.42,,,,,26.0,27.0,45.0,120.0,12.5,10.75,19.0,45.0,10.0,8.75,14.0,35.0,11.75,10.25,17.0,40.0,200.0
37,0UeImxL2,23/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Hafnarfjordur,Fylkir,ROUND 11,1.53,4.45,4.85,1.23,3.8,1.02,20.0,1.12,5.4,1.38,2.82,1.47,2.5,,,,,25.0,24.0,37.0,90.0,12.0,9.75,16.0,37.0,10.5,8.5,13.0,30.0,13.0,10.75,16.5,37.0,175.0
38,KKevLnTj,23/06/2024,17:30,URUGUAY - PRIMERA DIVISION,Wanderers,River Plate,TORNEO INTERMEDIO ,2.38,3.25,2.9,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.8,2.35,1.58,1.4,2.85,8.0,8.0,13.0,34.0,7.0,6.5,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,351.0
39,6gurM9mr,23/06/2024,18:30,BRAZIL - SERIE B,Vila Nova FC,Goias,ROUND 12,2.5,2.9,3.1,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.38,1.55,1.35,3.1,6.0,7.5,13.0,34.0,6.5,5.5,13.0,29.0,11.0,11.0,19.0,41.0,23.0,23.0,41.0,67.0,201.0
40,fcCVtgua,23/06/2024,18:30,BRAZIL - SERIE A,Palmeiras,Juventude,ROUND 11,1.33,5.0,9.5,1.33,3.25,1.05,11.0,1.25,4.0,1.84,2.06,2.2,1.62,1.33,3.3,,,11.0,19.0,41.0,126.0,6.5,9.5,26.0,67.0,6.0,9.0,23.0,67.0,8.0,12.0,34.0,81.0,501.0
41,YmBZuDf5,23/06/2024,18:30,BRAZIL - SERIE A,Bragantino,Vitoria,ROUND 11,1.6,3.8,5.75,1.4,2.75,1.06,10.0,1.3,3.5,2.05,1.85,1.95,1.8,1.6,2.3,1.15,5.5,9.5,13.0,29.0,67.0,6.5,7.0,19.0,41.0,7.0,8.5,17.0,51.0,11.0,13.0,29.0,51.0,351.0
42,Srdk1NQD,23/06/2024,18:30,BRAZIL - SERIE A,Atletico-MG,Fortaleza,ROUND 11,1.7,3.75,5.0,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.7,2.05,1.7,1.7,2.1,1.19,4.5,8.5,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,13.0,15.0,34.0,67.0,501.0
