NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
14,lrnXU1Va,26/08/2024,12:30,SLOVENIA - PRVA LIGA,Bravo,Nafta,ROUND 6,1.36,4.35,8.75,1.36,2.87,1.05,8.0,1.23,3.75,1.7,2.07,1.93,1.78,1.6,2.25,,,8.0,21.0,65.0,250.0,6.9,8.75,27.0,120.0,6.6,8.0,20.0,90.0,9.0,10.75,26.0,100.0,800.0
15,QFiMebTj,26/08/2024,13:00,BULGARIA - PARVA LIGA,Septemvri Sofia,Lok. Plovdiv,ROUND 6,4.75,3.6,1.73,1.44,2.63,1.07,8.5,1.36,3.0,2.2,1.65,2.1,1.67,4.4,1.2,1.98,1.88,8.5,6.0,7.5,13.0,10.0,7.0,9.0,17.0,23.0,15.0,21.0,34.0,51.0,41.0,51.0,67.0,1000.0
16,0ITCRgIP,26/08/2024,13:00,ROMANIA - LIGA 1,Gloria Buzau,U. Cluj,ROUND 7,4.2,3.4,1.85,1.36,3.0,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.73,4.15,1.22,2.0,1.85,8.5,6.5,8.0,15.0,10.0,6.5,9.0,17.0,21.0,15.0,17.0,29.0,41.0,41.0,41.0,51.0,351.0
17,EH7SPquh,26/08/2024,13:00,FINLAND - VEIKKAUSLIIGA,SJK,Gnistan,-,1.7,3.7,4.2,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2,1.75,2.05,1.23,4.0,15.0,15.0,23.0,41.0,9.0,7.5,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
18,rH3FjEDj,26/08/2024,13:30,SERBIA - PRVA LIGA,Dubocica,Graficar Beograd,ROUND 4,2.12,3.1,3.15,1.44,2.27,1.05,8.0,1.36,2.79,2.05,1.6,1.86,1.9,,,,,8.0,7.1,12.5,32.0,5.8,5.3,9.75,24.0,8.25,7.5,12.5,32.0,16.0,15.0,25.0,60.0,450.0
19,0hYMmpcl,26/08/2024,13:30,ITALY - SERIE A,Cagliari,Como,ROUND 2,2.1,3.4,3.4,1.4,2.75,1.06,10.0,1.3,3.5,2.03,1.87,1.75,2.0,2.1,1.7,1.33,3.3,10.0,11.0,17.0,41.0,8.0,6.5,12.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,51.0,201.0
20,MVr83HNG,26/08/2024,14:00,NORWAY - OBOS-LIGAEN,Aalesund,Bryne,ROUND 20,2.2,3.9,2.55,1.3,3.4,1.03,17.0,1.2,4.33,1.62,2.25,1.57,2.25,2.25,1.63,1.48,2.6,17.0,11.0,15.0,29.0,10.0,8.0,10.0,19.0,13.0,9.5,13.0,23.0,23.0,17.0,21.0,41.0,151.0
21,WnPviOZ7,26/08/2024,14:00,POLAND - DIVISION 1,Wisla Plock,Ruch Chorzow,ROUND 7,2.15,3.4,2.88,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.2,1.65,1.4,2.85,13.0,12.0,17.0,34.0,10.0,7.0,11.0,21.0,12.0,9.5,12.0,26.0,21.0,17.0,23.0,41.0,151.0
22,ljvRjGX1,26/08/2024,14:00,POLAND - EKSTRAKLASA,Korona Kielce,Stal Mielec,ROUND 6,2.0,3.25,3.75,1.36,3.0,1.08,8.0,1.36,3.0,2.2,1.65,1.95,1.8,2.05,1.8,1.28,3.55,8.0,9.5,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,19.0,34.0,51.0,401.0
23,zRGm8DpU,26/08/2024,14:00,SWEDEN - ALLSVENSKAN,Halmstad,Vasteras SK,ROUND 20,3.2,3.4,2.2,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.62,2.2,3.1,1.35,1.68,2.15,12.0,9.0,11.0,21.0,12.0,6.5,9.0,17.0,17.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,151.0
24,lIp05wg4,26/08/2024,14:00,NORWAY - OBOS-LIGAEN,Start,Raufoss,ROUND 20,1.83,3.9,3.4,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2,1.88,1.98,1.3,3.45,15.0,13.0,21.0,41.0,9.0,8.0,12.0,26.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
25,zFtd6Jwb,26/08/2024,14:00,NORWAY - OBOS-LIGAEN,Stabaek,Asane,ROUND 20,1.48,4.5,5.25,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,1.53,2.38,1.48,2.6,1.15,5.5,21.0,21.0,34.0,51.0,11.0,9.5,17.0,41.0,10.0,8.5,15.0,34.0,12.0,11.0,19.0,41.0,101.0
26,Eahm8u9o,26/08/2024,14:00,NORWAY - OBOS-LIGAEN,Mjondalen,Levanger,ROUND 20,2.7,3.7,2.2,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63,2.68,1.45,1.63,2.25,19.0,12.0,15.0,23.0,13.0,8.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,19.0,21.0,34.0,101.0
27,hrPWBeo5,26/08/2024,14:00,SWEDEN - ALLSVENSKAN,Hammarby,GAIS,ROUND 20,1.8,3.6,4.2,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.67,2.1,1.84,2.06,1.24,3.9,12.0,15.0,23.0,41.0,8.5,7.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,23.0,41.0,151.0
28,f3wNQphS,26/08/2024,14:00,DENMARK - SUPERLIGA,Viborg,Lyngby,ROUND 6,1.75,3.6,4.5,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.67,2.1,1.78,2.03,1.21,4.25,13.0,15.0,23.0,41.0,8.5,7.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
29,6oTzBF0B,26/08/2024,14:00,SWEDEN - ALLSVENSKAN,Norrkoping,Mjallby,ROUND 20,2.5,3.5,2.63,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,2.43,1.53,1.48,2.6,12.0,10.0,13.0,26.0,9.5,7.0,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,26.0,41.0,151.0
30,Q31eQTgm,26/08/2024,14:00,SPAIN - LALIGA2,FC Cartagena SAD,Zaragoza,ROUND 2,3.1,2.9,2.55,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62,3.0,1.38,1.5,2.5,6.0,6.0,11.0,26.0,7.0,6.0,11.0,26.0,13.0,13.0,19.0,41.0,34.0,34.0,41.0,81.0,201.0
31,pWxLLiZo,26/08/2024,14:00,SWEDEN - SUPERETTAN,Orgryte,Degerfors,ROUND 20,2.9,3.4,2.35,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.85,1.4,1.6,2.3,13.0,10.0,13.0,23.0,12.0,6.5,9.5,17.0,17.0,11.0,11.0,23.0,29.0,21.0,26.0,34.0,126.0
32,zuYqGm3N,26/08/2024,14:00,SWEDEN - SUPERETTAN,Sundsvall,Oddevold,ROUND 20,2.7,3.6,2.4,1.36,3.0,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,2.68,1.45,1.58,2.35,13.0,9.5,13.0,23.0,10.0,7.0,9.5,19.0,15.0,10.0,13.0,26.0,29.0,21.0,26.0,41.0,151.0
33,ERWpvwVq,26/08/2024,14:00,ISRAEL - LIGAT HA'AL,Kiryat Shmona,H. Beer Sheva,ROUND 1,3.6,3.5,1.85,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,1.83,1.83,3.55,1.28,1.93,1.93,10.0,7.0,9.0,15.0,11.0,7.0,9.0,15.0,19.0,13.0,15.0,26.0,41.0,34.0,41.0,51.0,251.0
34,SfSPKBlh,26/08/2024,14:00,SWEDEN - SUPERETTAN,Landskrona,Varberg,ROUND 20,1.53,4.33,5.75,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,1.7,2.05,1.53,2.43,1.15,5.5,15.0,19.0,34.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
35,6BjYWBj3,26/08/2024,14:30,GREECE - SUPER LEAGUE,Olympiacos Piraeus,Athens Kallithea,ROUND 2,1.11,8.0,21.0,1.25,3.75,1.03,15.0,1.14,5.5,1.5,2.5,2.63,1.44,1.13,6.0,,,15.0,41.0,101.0,451.0,7.5,15.0,51.0,201.0,5.5,12.0,41.0,151.0,6.0,12.0,41.0,151.0,201.0
36,GbJpSmJj,26/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Telstar,ROUND 3,2.15,3.8,2.9,1.25,3.75,1.02,21.0,1.13,6.0,1.48,2.6,1.44,2.63,2.1,1.7,1.4,2.85,21.0,15.0,19.0,34.0,13.0,8.0,11.0,21.0,15.0,9.5,11.0,21.0,21.0,15.0,19.0,29.0,81.0
37,f9z6BEEa,26/08/2024,15:00,TURKEY - SUPER LIG,Trabzonspor,Kayserispor,ROUND 3,1.65,4.0,5.1,1.37,3.15,1.05,10.5,1.24,4.15,1.72,2.18,1.7,2.07,1.65,2.3,,,10.5,14.0,32.0,90.0,7.7,8.0,16.5,50.0,9.0,8.5,15.5,45.0,14.0,13.0,24.0,65.0,450.0
38,rDqPXsHt,26/08/2024,15:00,TURKEY - 1. LIG,Istanbulspor AS,Sanliurfaspor,ROUND 3,1.5,3.7,5.5,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.85,2.0,1.73,1.55,2.38,1.14,5.75,10.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,67.0,351.0
39,Yaev2NkL,26/08/2024,15:00,PERU - LIGA 1,Union Comercio,Cusco,CLAUSURA ,2.35,3.1,3.0,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.8,1.91,2.3,1.6,1.38,3.0,8.5,9.0,15.0,34.0,7.5,6.0,12.0,26.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
40,WQsEX9eT,26/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Dordrecht,ROUND 3,2.05,3.8,3.2,1.22,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.36,3.0,2.05,1.75,1.35,3.1,23.0,19.0,23.0,34.0,15.0,8.0,13.0,21.0,15.0,9.5,10.0,21.0,21.0,15.0,17.0,26.0,67.0
41,fX0j1K5T,26/08/2024,15:15,BULGARIA - PARVA LIGA,Cherno More,Krumovgrad,ROUND 6,1.45,4.1,7.5,1.4,2.75,1.06,9.5,1.3,3.4,2.03,1.83,2.2,1.62,1.45,2.68,1.11,6.6,9.5,15.0,34.0,81.0,6.0,8.0,21.0,51.0,6.0,8.5,21.0,51.0,9.5,13.0,34.0,81.0,1250.0
42,rcHvNGCE,26/08/2024,15:30,ITALY - SERIE C,Crotone,Altamura,GROUP C ,1.72,3.55,4.7,1.47,2.55,1.07,6.7,1.36,2.87,2.07,1.7,2.0,1.72,1.7,2.07,,,6.7,11.0,25.0,80.0,6.0,6.8,15.5,50.0,7.3,8.25,18.5,60.0,13.0,14.5,32.0,100.0,900.0
43,fZZxp2dD,26/08/2024,15:45,ITALY - SERIE A,Verona,Juventus,ROUND 2,4.75,3.6,1.75,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,2.0,1.75,4.15,1.22,2.05,1.75,9.0,6.0,7.5,13.0,11.0,7.0,8.5,15.0,23.0,15.0,19.0,29.0,51.0,41.0,41.0,67.0,401.0
44,0pvInj5s,26/08/2024,15:45,FRANCE - LIGUE 2,Red Star,AC Ajaccio,ROUND 2,2.35,3.0,3.1,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.3,1.6,1.35,3.1,7.0,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,23.0,21.0,34.0,67.0,351.0
45,QkUZTn9a,26/08/2024,15:45,ITALY - SERIE C,Pro Vercelli,Pergolettese,GROUP A ,2.4,2.85,3.25,1.53,2.4,1.12,5.4,1.5,2.42,2.42,1.5,2.02,1.7,2.32,1.57,,,5.4,7.3,15.0,45.0,6.2,5.6,11.75,35.0,10.5,9.5,16.5,50.0,25.0,23.0,40.0,100.0,800.0
46,2aXuLfsR,26/08/2024,15:45,ITALY - SERIE C,Foggia,Trapani,GROUP C ,2.4,3.2,2.85,1.5,2.5,1.08,6.5,1.38,2.82,2.15,1.65,1.87,1.83,2.32,1.57,,,6.5,7.9,13.5,32.0,7.2,6.1,10.5,26.0,11.0,9.5,15.5,40.0,24.0,21.0,35.0,80.0,700.0
47,j3UhaDK7,26/08/2024,15:45,ITALY - SERIE C,Benevento,Cavese,GROUP C ,1.52,3.6,6.8,1.5,2.47,1.08,6.4,1.38,2.8,2.15,1.65,2.18,1.62,1.55,2.35,,,6.4,13.5,40.0,175.0,5.4,7.3,23.0,100.0,6.2,8.25,22.0,100.0,10.25,13.5,35.0,150.0,201.0
48,KzjKCmq9,26/08/2024,15:45,ITALY - SERIE C,Torres,Vis Pesaro,GROUP B ,1.6,3.55,5.9,1.45,2.55,1.08,6.4,1.38,2.82,2.15,1.65,2.12,1.65,1.57,2.3,,,6.4,12.5,35.0,120.0,5.4,7.0,19.0,70.0,6.5,8.25,20.0,75.0,11.25,14.5,35.0,120.0,201.0
49,tQfsvTxp,26/08/2024,15:45,ITALY - SERIE C,Carpi,Rimini,GROUP B ,2.32,3.3,2.87,1.42,2.67,1.06,7.3,1.29,3.25,1.88,1.85,1.7,2.05,2.27,1.6,,,7.3,9.75,15.5,35.0,8.0,6.4,10.25,23.0,11.5,9.0,13.0,29.0,24.0,19.0,28.0,55.0,400.0
50,YikeyVGP,26/08/2024,15:45,ITALY - SERIE C,Padova,Trento,GROUP A ,1.8,3.25,4.6,1.5,2.47,1.09,6.0,1.44,2.62,2.3,1.57,2.1,1.65,1.78,1.98,,,6.0,9.75,24.0,80.0,5.6,6.4,16.0,55.0,7.4,8.5,19.0,70.0,14.0,16.5,35.0,120.0,900.0
51,W0KrMXum,26/08/2024,16:00,ROMANIA - LIGA 1,UTA Arad,Farul Constanta,ROUND 7,2.9,3.25,2.4,1.4,2.75,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.91,2.85,1.4,1.58,2.35,9.5,8.0,12.0,23.0,9.0,6.5,9.5,21.0,15.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0
52,Ey0ffkHT,26/08/2024,16:00,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Velez Sarsfield,ROUND 12,4.2,3.3,1.95,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.2,1.62,3.9,1.24,1.88,1.98,7.0,5.5,8.0,17.0,9.0,6.5,9.5,19.0,19.0,15.0,21.0,41.0,51.0,41.0,51.0,81.0,201.0
53,hMBodBnH,26/08/2024,16:00,ARGENTINA - LIGA PROFESIONAL,Central Cordoba,Banfield,ROUND 12,2.6,3.1,2.88,1.57,2.25,1.1,7.0,1.53,2.38,2.7,1.44,2.05,1.7,2.5,1.5,1.43,2.75,6.5,7.0,13.0,29.0,6.5,6.0,12.0,29.0,11.0,11.0,19.0,41.0,26.0,23.0,41.0,67.0,501.0
54,d0PFF6R9,26/08/2024,16:15,ICELAND - BESTA DEILD KARLA,Stjarnan,Kopavogur,ROUND 20,1.37,4.9,6.9,1.23,3.75,1.02,10.0,1.12,5.3,1.38,2.8,1.57,2.25,1.72,2.05,,,10.0,27.0,55.0,150.0,11.0,10.5,21.0,60.0,9.0,8.5,16.0,45.0,10.5,10.0,18.5,50.0,250.0
55,hpMqQeYq,26/08/2024,16:30,SPAIN - LALIGA,Villarreal,Celta Vigo,ROUND 3,1.85,3.6,3.9,1.33,3.25,1.04,13.0,1.25,4.0,1.8,2.0,1.67,2.1,1.93,1.97,1.28,3.55,13.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
56,nXUxw7wg,26/08/2024,16:30,SPAIN - LALIGA2,Cordoba,Burgos CF,ROUND 2,2.15,3.2,3.5,1.5,2.5,1.08,8.0,1.44,2.63,2.4,1.53,2.0,1.73,2.15,1.68,1.33,3.3,7.5,8.5,17.0,41.0,6.5,6.0,13.0,34.0,9.0,9.5,17.0,41.0,19.0,21.0,34.0,67.0,351.0
57,jejSAe3E,26/08/2024,18:00,VENEZUELA - LIGA FUTVE,Angostura,Rayo Zuliano,CLAUSURA ,2.12,3.05,3.4,1.4,2.52,1.03,7.9,1.35,2.72,2.02,1.62,1.78,1.83,,,,,8.25,9.0,17.5,50.0,7.0,6.0,12.0,35.0,10.0,8.75,14.5,45.0,21.0,17.5,29.0,75.0,600.0
58,AJcH9UGG,26/08/2024,18:30,ARGENTINA - LIGA PROFESIONAL,Belgrano,Gimnasia L.P.,ROUND 12,2.3,3.1,3.4,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.1,1.67,2.3,1.6,1.33,3.3,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,501.0
59,O2e5CWWc,26/08/2024,18:30,ARGENTINA - LIGA PROFESIONAL,Rosario Central,Atl. Tucuman,ROUND 12,2.35,3.0,3.4,1.67,2.1,1.14,5.5,1.62,2.2,2.88,1.4,2.38,1.53,2.3,1.6,1.33,3.3,5.5,7.0,15.0,41.0,5.5,6.0,13.0,41.0,9.5,11.0,21.0,51.0,23.0,26.0,41.0,101.0,201.0
60,YioahEnR,26/08/2024,19:00,BRAZIL - SERIE B,Paysandu PA,Mirassol,ROUND 23,2.45,3.0,3.2,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.43,1.53,1.38,3.0,6.5,7.5,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,201.0
61,ADxmKqWG,26/08/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,Tomayapo,CLAUSURA ,1.5,3.9,6.5,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.91,1.8,1.85,1.85,,,11.0,17.0,34.0,67.0,6.5,7.5,21.0,51.0,7.0,8.5,17.0,51.0,11.0,13.0,26.0,51.0,301.0
62,I968jRHa,26/08/2024,20:45,VENEZUELA - LIGA FUTVE,Inter de Barinas,Estudiantes Merida,CLAUSURA ,3.1,3.05,2.3,1.4,2.55,1.03,8.1,1.33,2.77,1.98,1.65,1.72,1.88,,,,,8.5,7.2,11.0,24.0,9.0,5.9,9.0,20.0,16.0,10.75,13.5,30.0,40.0,27.0,35.0,65.0,500.0
63,2yeSfR5l,26/08/2024,21:00,ECUADOR - LIGA PRO,Imbabura,Orense,SECOND STAGE ,2.3,3.1,3.0,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.91,2.3,1.6,1.38,3.0,9.0,9.5,15.0,34.0,7.5,6.0,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
64,YL4gMzHb,26/08/2024,21:00,BRAZIL - SERIE A,Vasco,Athletico-PR,ROUND 24,2.1,3.3,3.6,1.44,2.63,1.07,8.5,1.36,3.2,2.15,1.67,1.95,1.8,2.08,1.73,1.3,3.45,8.5,9.5,17.0,41.0,7.0,6.0,13.0,29.0,9.5,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
65,riv8DCHi,26/08/2024,21:00,ARGENTINA - LIGA PROFESIONAL,Estudiantes L.P.,Boca Juniors,ROUND 12,2.3,3.1,3.3,1.57,2.25,1.11,6.5,1.53,2.38,2.7,1.44,2.1,1.67,2.3,1.6,1.35,3.1,6.5,7.5,15.0,34.0,6.0,6.0,13.0,34.0,10.0,10.0,19.0,41.0,23.0,23.0,41.0,81.0,501.0
66,vZNRmYfr,26/08/2024,21:00,BRAZIL - SERIE B,Ceara,Novorizontino,ROUND 23,2.05,3.3,3.8,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67,2.05,1.8,1.28,3.55,7.0,8.5,17.0,41.0,6.0,6.5,15.0,41.0,8.5,9.5,19.0,41.0,17.0,19.0,41.0,67.0,1000.0
67,dEdJSOUp,26/08/2024,22:00,COLOMBIA - PRIMERA A,Fortaleza,Ind. Medellin,CLAUSURA ,2.2,3.0,3.6,1.5,2.5,1.08,7.5,1.36,3.0,2.2,1.65,1.83,1.83,2.15,1.68,1.3,3.45,7.5,9.5,17.0,41.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,301.0
68,Eku5mOzS,26/08/2024,22:00,PERU - LIGA 1,Carlos Mannucci,Grau,CLAUSURA ,2.7,3.1,2.55,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,2.68,1.45,1.5,2.5,8.5,8.0,12.0,26.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,251.0
