Date,Time,Country,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
10.05.2024,11:00,ASIA,AFC ASIAN CUP WOMEN U17 - ROUND 2,Australia U17 W,Japan U17 W,2.1,2.8,3.75,3.1,1.36,2.5,1.5
10.05.2024,09:45,AUSTRALIA,A-LEAGUE - PLAY OFFS - SEMI-FINALS,Sydney FC,Central Coast Mariners,2.0,4.0,3.4,1.67,2.2,1.62,2.2
10.05.2024,10:00,AUSTRALIA,NPL NORTHERN NSW - ROUND 11,Broadmeadow,New Lambton,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,09:30,AUSTRALIA,NPL NSW - ROUND 14,Manly Utd,Sydney Utd,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:00,AUSTRALIA,NPL SOUTH AUSTRALIA - ROUND 10,Adelaide City,NE Metrostars,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:00,AUSTRALIA,NPL SOUTH AUSTRALIA - ROUND 10,South Adelaide,Adelaide Olympic,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,09:30,AUSTRALIA,NPL VICTORIA - ROUND 13,Melbourne Knights,Green Gully,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,09:45,AUSTRALIA,NPL VICTORIA - ROUND 13,Dandenong City,Heidelberg Utd,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:00,AUSTRALIA,QUEENSLAND PREMIER LEAGUE - ROUND 10,Eastern Suburbs,St. George Willawong,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:45,AUSTRALIA,SA STATE LEAGUE - ROUND 10,West Torrens,Fulham Utd.,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:15,AUSTRALIA,TASMANIA SOUTHERN CHAMPIONSHIP - ROUND 7,Glenorchy Knights U21,New Town,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:15,AUSTRALIA,TASMANIA SOUTHERN CHAMPIONSHIP - ROUND 7,Olympia Warriors,Clarence Zebras U21,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:30,AUSTRALIA,VICTORIA PREMIER LEAGUE - ROUND 13,Bentleigh Greens,Brunswick City,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:30,AUSTRALIA,VICTORIA PREMIER LEAGUE - ROUND 13,Preston Lions,Langwarrin,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,16:10,AUSTRIA,2. LIGA - ROUND 27,Admira,Leoben,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,16:10,AUSTRIA,2. LIGA - ROUND 27,Bregenz,Stripfing,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,16:10,AUSTRIA,2. LIGA - ROUND 27,Liefering,First Vienna,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,18:30,AUSTRIA,2. LIGA - ROUND 27,St. Polten,Ried,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,15:00,AZERBAIJAN,PREMIER LEAGUE - ROUND 34,Neftci Baku,Kapaz,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:00,BANGLADESH,PREMIER LEAGUE - ROUND 15,Abahani Limited,Bangladesh Police,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,10:00,BANGLADESH,PREMIER LEAGUE - ROUND 15,Rahmatgonj MFS,Sheikh Russel,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,16:00,BELARUS,VYSSHAYA LIGA - ROUND 8,Vitebsk,Smorgon,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,18:00,BELARUS,VYSSHAYA LIGA - ROUND 8,Dnepr Mogilev,FC Minsk,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,13:00,BELARUS,PERSHAYA LIGA - ROUND 6,Shakhtyor Soligorsk 2,Din. Minsk 2,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,14:00,BELARUS,PERSHAYA LIGA - ROUND 6,Molodechno,Orsha,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,15:00,BELARUS,PERSHAYA LIGA - ROUND 6,Energetik-BGU,Zhodino 2,1.13,8.0,16.0,1.33,3.25,1.33,3.25
10.05.2024,18:45,BELGIUM,JUPILER PRO LEAGUE - CONFERENCE LEAGUE GROUP - ROUND 38,St. Liege,Westerlo,1.95,3.8,3.5,1.53,2.4,1.5,2.5
10.05.2024,18:00,BOSNIA AND HERZEGOVINA,WWIN LIGA BIH - ROUND 31,FK Sarajevo,Zvijezda 09,1.95,3.8,3.5,1.53,2.4,1.5,2.5
10.05.2024,22:00,BRAZIL,SERIE B - ROUND 4,Novorizontino,Ceara,1.95,3.8,3.5,1.53,2.4,1.5,2.5
10.05.2024,16:15,BULGARIA,PARVA LIGA - CHAMPIONSHIP GROUP - ROUND 32,Krumovgrad,Lok. Plovdiv,2.6,3.25,2.7,2.1,1.7,1.83,1.83
10.05.2024,13:45,BULGARIA,PARVA LIGA - CONFERENCE LEAGUE GROUP - ROUND 33,CSKA 1948 Sofia,Slavia Sofia,2.1,3.1,3.75,2.3,1.6,2.0,1.73
10.05.2024,23:00,CANADA,CANADIAN PREMIER LEAGUE,York Utd,Valour,2.1,3.1,3.75,2.3,1.6,2.0,1.73
10.05.2024,23:00,CHILE,SEGUNDA DIVISION - ROUND 11,Concon National,General Velasquez,2.1,3.1,3.75,2.3,1.6,2.0,1.73
10.05.2024,11:00,CHINA,SUPER LEAGUE - ROUND 11,Qingdao Hainiu,Nantong Zhiyun,2.38,3.1,3.1,2.05,1.8,1.75,2.0
10.05.2024,11:35,CHINA,SUPER LEAGUE - ROUND 11,Chengdu Rongcheng,Henan Songshan Longmen,1.36,4.5,9.0,1.7,2.1,2.0,1.75
10.05.2024,12:00,CHINA,SUPER LEAGUE - ROUND 11,Shanghai Port,Changchun Yatai,1.2,7.5,11.0,1.4,2.88,2.05,1.7
10.05.2024,00:10,COLOMBIA,COPA COLOMBIA - 1/16-FINALS,Tigres,Jaguares de Cordoba,1.2,7.5,11.0,1.4,2.88,2.05,1.7
10.05.2024,16:00,CROATIA,HNL - ROUND 34,Gorica,Rudes,1.5,4.5,5.75,1.67,2.15,1.8,1.91
10.05.2024,14:00,CYPRUS,CYTA CHAMPIONSHIP - RELEGATION GROUP - ROUND 40,Doxa,Achnas,1.5,4.5,5.75,1.67,2.15,1.8,1.91
10.05.2024,16:00,CYPRUS,CYTA CHAMPIONSHIP - RELEGATION GROUP - ROUND 40,AEL Limassol,Karmiotissa,1.5,4.5,5.75,1.67,2.15,1.8,1.91
10.05.2024,17:00,DENMARK,SUPERLIGA - RELEGATION GROUP - ROUND 29,Odense,Lyngby,2.05,3.4,3.6,1.88,1.98,1.7,2.05
10.05.2024,17:00,DENMARK,1ST DIVISION - RELEGATION GROUP - ROUND 29,B.93,Koge,2.25,3.6,2.8,1.75,2.05,1.62,2.2
10.05.2024,17:00,DENMARK,1ST DIVISION - RELEGATION GROUP - ROUND 29,Hillerod,Helsingor,1.44,4.75,6.0,1.62,2.25,1.83,1.83
10.05.2024,17:00,DENMARK,1ST DIVISION - RELEGATION GROUP - ROUND 29,Horsens,Naestved,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,11:30,DR CONGO,LIGUE 1 - RELEGATION GROUP - ROUND 4,Blessing,US Panda,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,13:00,EGYPT,PREMIER LEAGUE - ROUND 22,Ceramica Cleopatra,El Gaish,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,16:00,EGYPT,PREMIER LEAGUE - ROUND 22,El Gouna,Pharco,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,16:00,EGYPT,PREMIER LEAGUE - ROUND 22,Future FC,National Bank Egypt,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,01:30,EL SALVADOR,PRIMERA DIVISION - CLAUSURA - PLAY OFFS - QUARTER-FINALS,FAS,Aguila,2.3,3.3,3.0,1.98,1.88,1.73,2.0
10.05.2024,19:00,ENGLAND,LEAGUE TWO - PLAY OFFS - SEMI-FINALS,Doncaster,Crewe,1.67,3.8,4.75,1.75,2.05,1.73,2.0
10.05.2024,18:00,ENGLAND,PREMIER LEAGUE CUP,Peterborough U21,Sunderland U21,1.67,3.8,4.75,1.75,2.05,1.73,2.0
10.05.2024,18:00,ENGLAND,FA YOUTH CUP - FINAL,Manchester City U18,Leeds U18,1.67,3.8,4.75,1.75,2.05,1.73,2.0
10.05.2024,12:00,ETHIOPIA,PREMIER LEAGUE - ROUND 24,St. George,Ethiopian Insurance,1.67,3.8,4.75,1.75,2.05,1.73,2.0
10.05.2024,15:00,ETHIOPIA,PREMIER LEAGUE - ROUND 24,Wolkite Ketema,Ethiopia Nigd Bank,1.67,3.8,4.75,1.75,2.05,1.73,2.0
10.05.2024,15:00,FINLAND,VEIKKAUSLIIGA,KuPS,VPS,2.1,3.6,3.25,2.0,1.85,1.8,1.95
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,AC Ajaccio,Grenoble,2.25,3.0,3.4,2.5,1.5,2.1,1.67
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Amiens,Auxerre,4.2,3.4,1.91,1.9,1.95,1.73,2.0
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Annecy,Angers,3.5,3.6,2.0,1.88,1.98,1.73,2.0
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Concarneau,Bordeaux,3.1,3.4,2.2,1.8,2.0,1.62,2.2
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Dunkerque,Caen,3.75,3.5,1.95,1.93,1.93,1.73,2.0
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Laval,Troyes,1.91,3.5,3.8,2.05,1.75,1.83,1.83
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Paris FC,Guingamp,2.1,3.1,3.6,2.2,1.65,1.91,1.8
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Pau FC,Bastia,2.1,3.25,3.5,1.85,2.0,1.67,2.1
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,St Etienne,Rodez,1.73,4.0,4.2,1.6,2.3,1.62,2.2
10.05.2024,18:45,FRANCE,LIGUE 2 - ROUND 37,Valenciennes,Quevilly Rouen,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Cholet,Avranches,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Dijon,Martigues,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Epinal,Villefranche,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Marignane GCB,Rouen,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Nancy,Chateauroux,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Nimes,Sochaux,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Niort,Le Mans,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Orleans,Red Star,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,19:00,FRANCE,NATIONAL - ROUND 33,Versailles,GOAL FC,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,12:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 13,Gagra,Samtredia,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,15:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 13,Dila Gori,Torpedo Kutaisi,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,16:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 13,Kolkheti 1913,Samgurali,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,17:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 13,Dinamo Tbilisi,Iberia 1999,3.6,3.5,2.0,2.05,1.75,1.83,1.83
10.05.2024,16:30,GERMANY,2. BUNDESLIGA - ROUND 33,Magdeburg,Greuther Furth,1.95,3.6,3.6,1.5,2.5,1.44,2.63
10.05.2024,16:30,GERMANY,2. BUNDESLIGA - ROUND 33,Paderborn,Hamburger SV,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,17:00,GERMANY,3. LIGA - ROUND 37,RW Essen,Munich 1860,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,16:30,GERMANY,BUNDESLIGA WOMEN - ROUND 21,RB Leipzig W,Hoffenheim W,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,15:00,GHANA,DIVISION ONE LEAGUE - ROUND 26,ADVSA,Koforidua,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,15:00,GHANA,DIVISION ONE LEAGUE - ROUND 26,Techiman Heroes,Wa Suntaa,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,15:00,GHANA,DIVISION ONE LEAGUE - ROUND 26,VC Warriors,Steadfast,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,15:00,GHANA,DIVISION ONE LEAGUE - ROUND 26,Wa Power,Tamale City,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,19:00,GIBRALTAR,NATIONAL LEAGUE - CHAMPIONSHIP GROUP - ROUND 5,St Josephs,Lincoln Red Imps,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,13:00,GREECE,SUPER LEAGUE 2 - PROMOTION GROUP - ROUND 8,Makedonikos,AEK Athens FC B,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,13:00,GREECE,SUPER LEAGUE 2 - RELEGATION GROUP - ROUND 8,Panachaiki,Diagoras,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,16:00,GUINEA,LIGUE 1 - ROUND 17,Flamme Olympique,Kaloum Star,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,16:00,GUINEA,LIGUE 1 - ROUND 17,Sequence,Gangan,3.6,4.0,1.85,1.33,3.4,1.33,3.25
10.05.2024,18:15,HUNGARY,OTP BANK LIGA - ROUND 32,Ujpest,Kecskemeti TE,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,19:15,ICELAND,BESTA DEILD KARLA - ROUND 6,Stjarnan,Fram,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,18:00,ICELAND,DIVISION 1 - ROUND 2,Fjolnir,Leiknir,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,18:00,ICELAND,DIVISION 1 - ROUND 2,Vestmannaeyjar,Throttur,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,19:15,ICELAND,DIVISION 1 - ROUND 2,Grindavik,IR Reykjavik,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,19:15,ICELAND,DIVISION 1 - ROUND 2,Grotta,Keflavik,2.2,3.4,3.2,1.85,2.0,1.67,2.1
10.05.2024,18:45,IRELAND,PREMIER DIVISION - ROUND 15,Derry City,Bohemians,1.62,3.75,5.5,2.05,1.75,2.0,1.75
10.05.2024,18:45,IRELAND,PREMIER DIVISION - ROUND 15,Galway,Sligo Rovers,1.83,3.1,5.0,2.5,1.5,2.2,1.62
10.05.2024,18:45,IRELAND,PREMIER DIVISION - ROUND 15,Shamrock Rovers,St. Patricks,1.57,3.75,5.5,1.93,1.93,1.95,1.8
10.05.2024,18:45,IRELAND,PREMIER DIVISION - ROUND 15,Shelbourne,Drogheda,1.65,3.6,5.25,2.2,1.65,2.2,1.62
10.05.2024,18:45,IRELAND,PREMIER DIVISION - ROUND 15,Waterford,Dundalk,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - PROMOTION GROUP - ROUND 35,Ironi Tiberias,Nof Hagalil,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - PROMOTION GROUP - ROUND 35,M. Herzliya,Bnei Yehuda,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - PROMOTION GROUP - ROUND 35,Maccabi Jaffa,Kiryat Shmona,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - PROMOTION GROUP - ROUND 35,Ramat Hasharon,Hapoel Umm al-Fahm,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - RELEGATION GROUP - ROUND 35,H. Ironi Rishon,Nes Tziona,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - RELEGATION GROUP - ROUND 35,Hap. Ramat Gan,MS Kafr Qasim,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - RELEGATION GROUP - ROUND 35,Hapoel Kfar Saba,Hapoel Afula,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,13:00,ISRAEL,LEUMIT LEAGUE - RELEGATION GROUP - ROUND 35,Ihud Bnei Shfaram,H. Akko,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,10:40,ISRAEL,LIGA ALEF - PROMOTION PLAY OFFS - QUARTER-FINALS,Ironi Modiin,Shimshon Tel Aviv,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,10:40,ISRAEL,LIGA ALEF - PROMOTION PLAY OFFS - QUARTER-FINALS,M. Kiryat Ata-Bialik,Kiryat Yam,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,10:40,ISRAEL,LIGA ALEF - PROMOTION PLAY OFFS - QUARTER-FINALS,MS Tira,Ironi Baka,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,10:40,ISRAEL,LIGA ALEF - PROMOTION PLAY OFFS - QUARTER-FINALS,SC Dimona,Holon Yermiyahu,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,12:00,ISRAEL,LIGA ALEF - RELEGATION - FINAL,Maccabi Nujeidat Ahmad,Tayibe,2.3,3.1,3.25,2.25,1.62,1.95,1.8
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Ascoli,Pisa,1.65,3.75,5.25,2.08,1.73,2.05,1.7
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Bari,Brescia,1.57,4.0,5.5,2.03,1.83,2.0,1.75
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Catanzaro,Sampdoria,2.88,3.5,2.3,1.75,2.05,1.62,2.2
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Como,Cosenza,1.33,5.0,9.0,1.65,2.2,1.95,1.8
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Cremonese,Cittadella,1.67,4.2,4.5,1.7,2.1,1.7,2.05
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,FeralpiSalo,Ternana,4.75,4.0,1.67,1.57,2.35,1.62,2.2
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Lecco,Modena,3.6,3.5,2.0,1.88,1.98,1.7,2.05
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Reggiana,Parma,3.5,3.1,2.2,1.93,1.93,1.7,2.05
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Spezia,Venezia,2.3,3.4,3.0,1.85,2.0,1.67,2.1
10.05.2024,18:30,ITALY,SERIE B - ROUND 38,Sudtirol,Palermo,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,15:00,JORDAN,PREMIER LEAGUE - ROUND 19,Al Ramtha,Al Wehdat,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,15:00,JORDAN,PREMIER LEAGUE - ROUND 19,Sahab,Maan,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,17:45,JORDAN,PREMIER LEAGUE - ROUND 19,Al-Faisaly Amman,Moghayer Al Sarhan,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,11:00,KYRGYZSTAN,PREMIER LIGA - ROUND 7,Kyrgyzaltyn,Dordoi Bishkek,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,15:00,KYRGYZSTAN,PREMIER LIGA - ROUND 7,Talant,Ilbirs,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,15:00,LATVIA,VIRSLIGA - ROUND 12,RFS,FK Liepaja,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,17:00,LATVIA,VIRSLIGA - ROUND 12,Riga FC,Valmiera,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,13:00,LEBANON,PREMIER LEAGUE - WINNERS STAGE - ROUND 9,Racing,Bourj FC,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,LIBYA,PREMIER LEAGUE - ROUND 16,Al Akhdar,Al Ahly Benghazi,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,LIBYA,PREMIER LEAGUE - ROUND 16,Al Murooj,Al-Anwar,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,LIBYA,PREMIER LEAGUE - ROUND 16,Al Sadaqa,Al Hilal Benghazi,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,LIBYA,PREMIER LEAGUE - ROUND 16,Al Tahaddi,Al Nasr,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,LIBYA,PREMIER LEAGUE - ROUND 16,Al-Suqoor,Al Taawun,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,13:00,MALAYSIA,PIALA SUMBANGSIH - FINAL,Johor DT,Selangor,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,16:30,MALI,PREMIERE DIVISION - ROUND 26,Onze Createurs,CO Bamako,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,18:30,MALI,PREMIERE DIVISION - ROUND 26,USFAS Bamako,Foot Elite,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,14:30,MAURITIUS,SUPER LEAGUE - ROUND 9,Riviere Du Rempart,Entente Boulet,2.75,3.2,2.55,2.03,1.83,1.75,2.0
10.05.2024,01:00,MEXICO,LIGA MX - CLAUSURA - PLAY OFFS - QUARTER-FINALS,U.N.A.M.- Pumas,Cruz Azul,2.88,3.25,2.38,1.7,2.1,1.57,2.25
10.05.2024,03:10,MEXICO,LIGA MX - CLAUSURA - PLAY OFFS - QUARTER-FINALS,U.A.N.L.- Tigres,Monterrey,2.1,3.25,3.3,1.62,2.25,1.53,2.38
10.05.2024,01:00,MEXICO,LIGA MX WOMEN - CLAUSURA - PLAY OFFS - QUARTER-FINALS,Club Leon W,Pachuca W,2.1,3.25,3.3,1.62,2.25,1.53,2.38
10.05.2024,03:06,MEXICO,LIGA MX WOMEN - CLAUSURA - PLAY OFFS - QUARTER-FINALS,Guadalajara Chivas W,Club America W,2.1,3.25,3.3,1.62,2.25,1.53,2.38
10.05.2024,11:15,MONGOLIA,PREMIER LEAGUE - ROUND 20,Brera Ilch,Bavarians,2.1,3.25,3.3,1.62,2.25,1.53,2.38
10.05.2024,13:00,MOZAMBIQUE,MOCAMBOLA - ROUND 4,UD Songo,Baia de Pemba,2.1,3.25,3.3,1.62,2.25,1.53,2.38
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,Cambuur,Helmond,1.91,4.0,3.5,1.48,2.6,1.44,2.63
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,Den Haag,Jong PSV,1.6,4.5,4.75,1.33,3.4,1.36,3.0
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,Eindhoven FC,Den Bosch,2.05,3.75,3.3,1.62,2.25,1.57,2.25
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,FC Emmen,De Graafschap,1.91,3.8,3.6,1.5,2.5,1.44,2.63
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,Groningen,Roda,1.7,4.2,4.2,1.57,2.35,1.62,2.2
10.05.2024,18:00,NETHERLANDS,EERSTE DIVISIE - ROUND 38,Jong Ajax,Jong AZ,2.38,4.0,2.55,1.4,2.88,1.4,2.75
